word_bw	word_ar	lemma_bw	lemma_ar	pos	stem_bw	stem_ar	gloss	root_bw	root_ar
ll>hly	للأهلي	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	to;for_+_the+Ahly;Ahli	#.h.l	#.ه.ل
mAdAmt	مادامت	mAdAm	مادام	verb	mAdAm	مادام	as_long_as+it;they;she_<verb>	d.#.m	د.#.م
hnAk	هناك	hunAka	هُناكَ	adv	hunAka	هُناكَ	there;there_(is;are)	h.n.#	ه.ن.#
nyp	نية	niy~ap	نِيَّة	noun	niy~	نِيّ	intention;purpose;desire+[fem.sg.]	n.#.#	ن.#.#
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
byEh	بيعه	bayoE	بَيْع	noun	bayoE	بَيْع	sale+its;his	b.#.E	ب.#.ع
l>y	لأي	>ay~	أَيّ	pron_interrog	>ay~	أَيّ	for;to+which	#.#	#.#
fryq	فريق	fariyq	فَرِيق	noun	fariyq	فَرِيق	team;band+[def.gen.]	f.r.q	ف.ر.ق
wbAlfEl	وبالفعل	fiEol	فِعْل	noun	fiEol	فِعْل	and_+_with;by_the+verb+[def.gen.]	f.E.l	ف.ع.ل
>rsl	أرسل	>arosal	أَرْسَل	verb	>arosal	أَرْسَل	send;transmit+he;it_<verb>	r.s.l	ر.س.ل
AlnAdy	النادي	nAdiy	نادِي	noun	nAdiy	نادِي	the+club;association	n.d.#	ن.د.#
Al>hly	الأهلي	>aholiy~	أَهْلِيّ	adj	>aholiy~	أَهْلِيّ	the+civil;domestic;family+[def.gen.]	#.h.l	#.ه.ل
ErDA	عرضا	EaroD	عَرْض	noun	EaroD	عَرْض	presentation;review;show;offer+[acc.indef.]	E.r.D	ع.ر.ض
<ly	إلي	<ilaY	إِلَى	prep	<ilaY	إِلَى	to;towards	#.l.#	#.ل.#
Al<smAEyly	الإسماعيلي	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	the+Ismaili	NTWS	NTWS
>ms	أمس	>amos	أَمْس	noun	>amos	أَمْس	yesterday	#.m.s	#.م.س
AlAvnyn	الاثنين	{ivonayoni	ٱِثْنَيْنِ	noun_prop	{ivonayoni	ٱِثْنَيْنِ	the+Monday	v.n.#	ث.ن.#
lDm	لضم	Dam~	ضَمّ	noun	Dam~	ضَمّ	for;to+joining;addition;annexation+[def.gen.]	D.m.m	ض.م.م
AllAEb	اللاعب	lAEib	لاعِب	noun	lAEib	لاعِب	the+player;athlete+[def.acc.]	l.E.b	ل.ع.ب
bd'A	بدءا	bado'	بَدْء	noun	bado'	بَدْء	start;beginning+[acc.indef.]	b.d.#	ب.د.#
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
Almwsm	الموسم	mawosim	مَوْسِم	noun	mawosim	مَوْسِم	the+season;festival+[def.gen.]	#.s.m	#.س.م
Almqbl	المقبل	muqobil	مُقْبِل	adj	muqobil	مُقْبِل	the+next;coming;approaching+[def.gen.]	q.b.l	ق.ب.ل
mqAbl	مقابل	muqAbil	مُقابِل	noun	muqAbil	مُقابِل	opposite_to;corresponding_to;vis-a-vis+[def.acc.]	q.b.l	ق.ب.ل
vmAnyp	ثمانية	vamAniy	ثَمانِي	adj	vamAniy	ثَمانِي	eight+[fem.sg.]	v.m.n	ث.م.ن
mlAyyn	ملايين	miloyuwn	مِلْيُون	noun	malAyiyn	مَلايِين	millions+[def.gen.]	m.l.#.n	م.ل.#.ن
jnyh	جنيه	jiniyh	جِنِيه	noun	junayoh	جُنَيْه	pound+[indef.gen.]	j.n.h	ج.ن.ه
bAl<DAfp	بالإضافة	<iDAfap	إِضافَة	noun	<iDAf	إِضاف	with;by_+_the+addition;appending+[fem.sg.]	D.#.f	ض.#.ف
<ly	إلي	<ilaY	إِلَى	prep	<ilaY	إِلَى	to;towards	#.l.#	#.ل.#
wrqp	ورقة	waraq	وَرَق	noun	waraq	وَرَق	leaf+[fem.sg.]	#.r.q	#.ر.ق
mwqEp	موقعة	muwaq~aE	مُوَقَّع	adj	muwaq~aE	مُوَقَّع	signed+[fem.sg.]	#.q.E	#.ق.ع
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
AllAEb	اللاعب	lAEib	لاعِب	noun	lAEib	لاعِب	the+player;athlete+[def.acc.]	l.E.b	ل.ع.ب
t&kd	تؤكد	>ak~ad	أَكَّد	verb	&ak~id	ؤَكِّد	it;they;she+affirm;assure;confirm;guarantee	#.k.d	#.ك.د
rgbth	رغبته	ragobap	رَغْبَة	noun	ragob	رَغْب	desire;wish+his;its	r.g.b	ر.غ.ب
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
AllEb	اللعب	laEob	لَعْب	noun	laEob	لَعْب	the+game;sport+[def.gen.]	l.E.b	ل.ع.ب
ll>hly	للأهلي	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	to;for_+_the+Ahly;Ahli	#.h.l	#.ه.ل
wqAl	وقال	qAl	قال	verb	qAl	قال	and+said+he;it_<verb>	q.#.l	ق.#.ل
mSdr	مصدر	maSodar	مَصْدَر	noun	maSodar	مَصْدَر	source+[indef.nom.]	S.d.r	ص.د.ر
ms}wl	مسئول	maso&uwl	مَسْؤُول	noun	maso}uwl	مَسْئُول	official;functionary+[indef.nom.]	s.#.l	س.#.ل
bAl>hly	بالأهلي	>aholiy~	أَهْلِيّ	noun_prop	>aholiy~	أَهْلِيّ	with;by_+_the+Ahly;Ahli	#.h.l	#.ه.ل
Anh	انه	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that+it;he	#.n.n	#.ن.ن
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
HAlp	حالة	HAlap	حالَة	noun	HAl	حال	condition;case;situation+[fem.sg.]	H.#.l	ح.#.ل
AnDmAm	انضمام	{inoDimAm	ٱِنْضِمام	noun	{inoDimAm	ٱِنْضِمام	joining;affiliation;annexation+[def.gen.]	D.m.m	ض.م.م
sEyd	سعيد	saEiyd	سَعِيد	noun_prop	saEiyd	سَعِيد	Said;Saeed	s.E.d	س.ع.د
lfryqhm	لفريقهم	fariyq	فَرِيق	noun	fariyq	فَرِيق	indeed;truly+team;band+their	f.r.q	ف.ر.ق
fswf	فسوف	sawofa	سَوْفَ	part_fut	sawofa	سَوْفَ	and;so+will;shall	s.#.f	س.#.ف
yfkrwn	يفكرون	fak~ar	فَكَّر	verb	fak~ir	فَكِّر	they_(people)+think;consider;ponder+[masc.pl.]	f.k.r	ف.ك.ر
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
<nhA'	إنهاء	<inohA'	إِنْهاء	noun	<inohA'	إِنْهاء	termination;completion+[def.gen.]	n.h.#	ن.ه.#
qDyp	قضية	qaDiy~ap	قَضِيَّة	noun	qaDiy~	قَضِيّ	problem;issue+[fem.sg.]	q.D.#	ق.ض.#
Hsny	حسني	Husoniy	حُسْنِي	noun_prop	Husoniy	حُسْنِي	Hosny;Hosni	H.s.n	ح.س.ن
Ebdrbh	عبدربه	Eabidorab~uh	عَبِدْرَبُّه	noun_prop	Eabidorab~uh	عَبِدْرَبُّه	Abedrabboh;Abidrabbuh	r.b.b	ر.ب.ب
wbqA}h	وبقائه	baqA'	بَقاء	noun	baqA}	بَقائ	while+survival;remaining+its;his	b.q.#	ب.ق.#
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
Al<smAEyly	الإسماعيلي	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	the+Ismaili	NTWS	NTWS
wkAn	وكان	kAn	كان	verb	kAn	كان	and+was;were+he;it_<verb>	k.#.n	ك.#.ن
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the+Zamalek	z.m.l.k	ز.م.ل.ك
qd	قد	qado	قَدْ	part_verb	qad	قَد	(has;have)	q.d	ق.د
>Eln	أعلن	>aEolan	أَعْلَن	verb	>aEolan	أَعْلَن	announce;declare+he;it_<verb>	E.l.n	ع.ل.ن
Anh	انه	>an~a	أَنَّ	conj_sub	>an~a	أَنَّ	that+it;he	#.n.n	#.ن.ن
twSl	توصل	tawaS~al	تَوَصَّل	verb	tawaS~al	تَوَصَّل	arrive;reach+he;it_<verb>	#.S.l	#.ص.ل
lAtfAq	لاتفاق	{it~ifAq	ٱِتِّفاق	noun	{it~ifAq	ٱِتِّفاق	for;to+agreement;accord;treaty+[def.gen.]	#.f.q	#.ف.ق
lDm	لضم	Dam~	ضَمّ	noun	Dam~	ضَمّ	for;to+joining;addition;annexation+[def.gen.]	D.m.m	ض.م.م
AllAEb	اللاعب	lAEib	لاعِب	noun	lAEib	لاعِب	the+player;athlete+[def.acc.]	l.E.b	ل.ع.ب
mqAbl	مقابل	muqAbil	مُقابِل	noun	muqAbil	مُقابِل	opposite_to;corresponding_to;vis-a-vis+[def.acc.]	q.b.l	ق.ب.ل
sbEp	سبعة	saboE	سَبْع	adj	saboE	سَبْع	seven+[fem.sg.]	s.b.E	س.ب.ع
mlAyyn	ملايين	miloyuwn	مِلْيُون	noun	malAyiyn	مَلايِين	millions+[def.gen.]	m.l.#.n	م.ل.#.ن
jnyh	جنيه	jiniyh	جِنِيه	noun	junayoh	جُنَيْه	pound+[indef.gen.]	j.n.h	ج.ن.ه
wlkn	ولكن	l`kin	لٰكِن	conj	l`kin	لٰكِن	and+however	l.k.n	ل.ك.ن
AllAEb	اللاعب	lAEib	لاعِب	noun	lAEib	لاعِب	the+player;athlete+[def.acc.]	l.E.b	ل.ع.ب
hrb	هرب	harab	هَرَب	verb	harab	هَرَب	flee;escape;desert+he;it_<verb>	h.r.b	ه.ر.ب
wTlb	وطلب	Talab	طَلَب	verb	Talab	طَلَب	and+request+he;it_<verb>	T.l.b	ط.ل.ب
AlAntqAl	الانتقال	{inotiqAl	ٱِنْتِقال	noun	{inotiqAl	ٱِنْتِقال	the+transfer;communication+[def.gen.]	n.q.l	ن.ق.ل
<ly	إلي	<ilaY	إِلَى	prep	<ilaY	إِلَى	to;towards	#.l.#	#.ل.#
Al>hly	الأهلي	>aholiy~	أَهْلِيّ	adj	>aholiy~	أَهْلِيّ	the+civil;domestic;family+[def.gen.]	#.h.l	#.ه.ل
qbl	قبل	qibal	قِبَل	noun	qibal	قِبَل	(on_the)_part_of+[def.acc.]	q.b.l	ق.ب.ل
AltwqyE	التوقيع	tawoqiyE	تَوْقِيع	noun	tawoqiyE	تَوْقِيع	the+signature+[def.gen.]	#.q.E	#.ق.ع
Ely	علي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
Alnsxp	النسخة	nusoxap	نُسْخَة	noun	nusox	نُسْخ	the+copy+[fem.sg.]	n.s.x	ن.س.خ
Al>xyrp	الأخيرة	>axiyr	أَخِير	adj	>axiyr	أَخِير	the+last;latest;recent;latter+[fem.sg.]	#.x.r	#.خ.ر
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
AltEAqd	التعاقد	taEAqud	تَعاقُد	noun	taEAqud	تَعاقُد	the+contract;agreement+[def.gen.]	E.q.d	ع.ق.د
w>flt	وأفلت	>afolat	أَفْلَت	verb	>afolat	أَفْلَت	while+escape;release+he;it_<verb>	f.l.t	ف.ل.ت
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
ms}wly	مسئولي	maso&uwl	مَسْؤُول	noun	maso}uwl	مَسْئُول	official;functionary+[masc.pl.]	s.#.l	س.#.ل
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the+Zamalek	z.m.l.k	ز.م.ل.ك
w>glq	وأغلق	>agolaq	أَغْلَق	verb	>agolaq	أَغْلَق	while+lock_or_bolt_shut+he;it_<verb>	g.l.q	غ.ل.ق
kl	كل	kul~	كُلّ	noun	kul~	كُلّ	every;all+[def.gen.]	k.l.l	ك.ل.ل
sbl	سبل	sabiyl	سَبِيل	noun	subul	سُبُل	ways;roads+[def.gen.]	s.b.l	س.ب.ل
AlAtSAl	الاتصال	{it~iSAl	ٱِتِّصال	noun	{it~iSAl	ٱِتِّصال	the+contact;communication+[def.gen.]	#.S.l	#.ص.ل
bh	به	bi	بِ	prep	bihi	بِهِ	with;by_+_it;him	b	ب
wlm	ولم	lam	لَم	part_neg	lam	لَم	and+not	l.m	ل.م
yEvr	يعثر	Eavar	عَثَر	verb	Eovar	عْثَر	he;it+be_discovered;be_found	E.v.r	ع.ث.ر
Elyh	عليه	EalaY	عَلَى	prep	Ealay	عَلَي	on;above+it;him	E.l.#	ع.ل.#
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the+Zamalek	z.m.l.k	ز.م.ل.ك
Hty	حتي	Hat~aY	حَتَّى	prep	Hat~aY	حَتَّى	until;up_to	H.t.t	ح.ت.ت
Al|n	الآن	|n	آن	noun	|n	آن	the+time;moment+[def.acc.]	#.#.n	#.#.ن
wkAn	وكان	kAn	كان	verb	kAn	كان	and+was;were+he;it_<verb>	k.#.n	ك.#.ن
AllAEb	اللاعب	lAEib	لاعِب	noun	lAEib	لاعِب	the+player;athlete+[def.acc.]	l.E.b	ل.ع.ب
qd	قد	qado	قَدْ	part_verb	qad	قَد	(has;have)	q.d	ق.د
trk	ترك	tarak	تَرَك	verb	tarak	تَرَك	leave;quit+he;it_<verb>	t.r.k	ت.ر.ك
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the+Zamalek	z.m.l.k	ز.م.ل.ك
bsb	بسب	sab~	سَبّ	noun	sab~	سَبّ	by;with+cursing;insulting+[def.gen.]	s.b.b	س.ب.ب
AlEdyd	العديد	Eadiyd	عَدِيد	adj	Eadiyd	عَدِيد	the+numerous;many+[def.acc.]	E.d.d	ع.د.د
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
nqAT	نقاط	nuqoTap	نُقْطَة	noun	niqAT	نِقاط	points;locations;positions+[indef.gen.]	n.q.T	ن.ق.ط
AlxlAf	الخلاف	xilAf	خِلاف	noun	xilAf	خِلاف	the+dispute;controversy;conflict+[def.gen.]	x.l.f	خ.ل.ف
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
Eqdh	عقده	Eaqad	عَقَد	verb	Eaqad	عَقَد	hold;convene;conclude+he;it_<verb>_it;him	E.q.d	ع.ق.د
w>tSl	وأتصل	{it~aSal	ٱِتَّصَل	verb	t~aSil	تَّصِل	and_+_I+contact;get_in_touch_(with)	#.S.l	#.ص.ل
bms}wly	بمسئولي	maso&uwl	مَسْؤُول	noun	maso}uwl	مَسْئُول	by;with+official;functionary+my_two	s.#.l	س.#.ل
Al>hly	الأهلي	>aholiy~	أَهْلِيّ	adj	>aholiy~	أَهْلِيّ	the+civil;domestic;family+[def.gen.]	#.h.l	#.ه.ل
mElnA	معلنا	muEolan	مُعْلَن	adj	muEolan	مُعْلَن	announced;posted;declared+[acc.indef.]	E.l.n	ع.ل.ن
En	عن	Ean	عَن	prep	Ean	عَن	from;about	E.n	ع.ن
rgbth	رغبته	ragobap	رَغْبَة	noun	ragob	رَغْب	desire;wish+his;its	r.g.b	ر.غ.ب
fy	في	fiy	فِي	prep	fiy	فِي	in	f.#	ف.#
Al<ntqAl	الإنتقال	{inotiqAl	ٱِنْتِقال	noun	{inotiqAl	ٱِنْتِقال	the+transfer;communication	n.q.l	ن.ق.ل
lfryqhm	لفريقهم	fariyq	فَرِيق	noun	fariyq	فَرِيق	indeed;truly+team;band+their	f.r.q	ف.ر.ق
w>jtmE	وأجتمع	{ijotamaE	ٱِجْتَمَع	verb	jotamiE	جْتَمِع	and_+_I+meet;confer	j.m.E	ج.م.ع
mEhm	معهم	maE	مَع	prep	maEa	مَعَ	with+them_[masc.pl.]	mE	مع
wAtfq	واتفق	{it~afaq	ٱِتَّفَق	verb	{ut~ufiq	ٱُتُّفِق	and+be_agreed+he;it_<verb>	#.f.q	#.ف.ق
AlTrfAn	الطرفان	Taraf	طَرَف	noun	Taraf	طَرَف	the+party;side+two	T.r.f	ط.ر.ف
Ely	علي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
kl	كل	kul~	كُلّ	noun	kul~	كُلّ	every;all+[def.gen.]	k.l.l	ك.ل.ل
AltfASyl	التفاصيل	tafoSiyl	تَفْصِيل	noun	tafASiyl	تَفاصِيل	the+details+[def.gen.]	f.S.l	ف.ص.ل
bEdmA	بعدما	baEod	بَعْد	noun	baEodamA	بَعْدَما	after	b.E.d	ب.ع.د
t>kd	تأكد	ta>ak~ad	تَأَكَّد	verb	ta>ak~ad	تَأَكَّد	ascertain+he;it_<verb>	#.k.d	#.ك.د
ms}wlw	مسئولو	maso&uwl	مَسْؤُول	noun	maso}uwl	مَسْئُول	official;functionary+[masc.pl.]	s.#.l	س.#.ل
Al>hly	الأهلي	>aholiy~	أَهْلِيّ	adj	>aholiy~	أَهْلِيّ	the+civil;domestic;family+[def.gen.]	#.h.l	#.ه.ل
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
Edm	عدم	Eadam	عَدَم	noun	Eadam	عَدَم	absence_of;lack_of;non-+[def.gen.]	E.d.m	ع.د.م
<rtbATh	إرتباطه	{irotibAT	ٱِرْتِباط	noun	{irotibAT	ٱِرْتِباط	connection;link;cohesion+its;his	r.b.T	ر.ب.ط
b>y	بأي	>ay~	أَيّ	noun_quant	>ay~	أَيّ	by;with+any	#.#.#	#.#.#
Eqwd	عقود	Eaqod	عَقْد	noun	Euquwd	عُقُود	contracts;agreements+[indef.gen.]	E.q.d	ع.ق.د
rsmyp	رسمية	rasomiy~	رَسْمِيّ	adj	rasomiy~	رَسْمِيّ	official+[fem.sg.]	r.s.m	ر.س.م
mE	مع	maE	مَع	prep	maEa	مَعَ	with	mE	مع
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the+Zamalek	z.m.l.k	ز.م.ل.ك
Hyv	حيث	Hayovu	حَيْثُ	conj	Hayovu	حَيْثُ	where;whereby;since;given_that	H.#.v	ح.#.ث
lm	لم	lam	لَم	part_neg	lam	لَم	not	l.m	ل.م
ywqE	يوقع	>awoqaE	أَوْقَع	verb	wqiE	وقِع	he;it+inflict;bring_about	#.q.E	#.ق.ع
swy	سوي	siwaY	سِوَى	noun	siwaY	سِوَى	equality	s.#.#	س.#.#
Ely	علي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
AstmArAt	استمارات	{isotimArap	ٱِسْتِمارَة	noun	{isotimAr	ٱِسْتِمار	form;questionnaire+[fem.pl.]	m.r.r	م.ر.ر
fqT	فقط	faqaT	فَقَط	adv	faqaT	فَقَط	only	f.q.T	ف.ق.ط
why	وهي	hiya	هِيَ	pron	hiya	هِيَ	and+it;they;she	h	ه
gyr	غير	gayor	غَيْر	noun	gayor	غَيْر	not;other+[def.gen.]	g.#.r	غ.#.ر
mlzmp	ملزمة	mulozam	مُلْزَم	adj	mulozam	مُلْزَم	obligated;liable+[fem.sg.]	l.z.m	ل.ز.م
bAlrgm	بالرغم	ragom	رَغْم	noun	ragom	رَغْم	with;by_+_the+in_spite_of;despite+[def.gen.]	r.g.m	ر.غ.م
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
<rsAl	إرسال	<irosAl	إِرْسال	noun	<irosAl	إِرْسال	transmission;broadcast+[def.nom.]	r.s.l	ر.س.ل
Al<smAEyly	الإسماعيلي	<isomAEiyliy~	إِسْماعِيلِيّ	noun_prop	<isomAEiyliy~	إِسْماعِيلِيّ	the+Ismaili	NTWS	NTWS
Al<stgnA'	الإستغناء	{isotigonA'	ٱِسْتِغْناء	noun	{isotigonA'	ٱِسْتِغْناء	the+dispensing_with;renunciation	g.n.#	غ.ن.#
AlxAS	الخاص	xAS~	خاصّ	adj	xAS~	خاصّ	the+special;specific+[def.gen.]	x.S.S	خ.ص.ص
bAllAEb	باللاعب	lAEib	لاعِب	noun	lAEib	لاعِب	with;by_+_the+player;athlete	l.E.b	ل.ع.ب
llzmAlk	للزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	to;for_+_the+Zamalek	z.m.l.k	ز.م.ل.ك
fAstgnA'	فاستغناء	{isotigonA'	ٱِسْتِغْناء	noun	{isotigonA'	ٱِسْتِغْناء	and;so+dispensing_with;renunciation	g.n.#	غ.ن.#
bdwn	بدون	duwn	دُون	noun	duwn	دُون	by;with+inferior;poor+[def.gen.]	d.#.n	د.#.ن
Eqwd	عقود	Eaqod	عَقْد	noun	Euquwd	عُقُود	contracts;agreements+[indef.gen.]	E.q.d	ع.ق.د
mwqEp	موقعة	muwaq~aE	مُوَقَّع	adj	muwaq~aE	مُوَقَّع	signed+[fem.sg.]	#.q.E	#.ق.ع
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
AllAEb	اللاعب	lAEib	لاعِب	noun	lAEib	لاعِب	the+player;athlete+[def.acc.]	l.E.b	ل.ع.ب
lAqymp	لاقيمة	>aqAm	أَقام	verb	qiym	قِيم	for_+_me_(to)+install;establish;erect+it;him	q.#.m	ق.#.م
lh	له	li	لِ	prep	lahu	لَهُ	to;for_+_it;him_(it;he_has)	l	ل
kmA	كما	kamA	كَما	conj	kamA	كَما	and;as;also	k	ك
AjtmE	اجتمع	{ijotamaE	ٱِجْتَمَع	verb	{ijotamaE	ٱِجْتَمَع	meet;confer+he;it_<verb>	j.m.E	ج.م.ع
AllAEb	اللاعب	lAEib	لاعِب	noun	lAEib	لاعِب	the+player;athlete+[def.acc.]	l.E.b	ل.ع.ب
bAlfEl	بالفعل	fiEol	فِعْل	noun	fiEol	فِعْل	with;by_+_the+verb+[def.gen.]	f.E.l	ف.ع.ل
mE	مع	maE	مَع	prep	maEa	مَعَ	with	mE	مع
Edly	عدلي	Eadol	عَدْل	noun	Eadol	عَدْل	justice;fairness+my	E.d.l	ع.د.ل
mdyr	مدير	mudiyr	مُدِير	noun	mudiyr	مُدِير	director;manager;chief+[def.nom.]	d.#.r	د.#.ر
Altswyq	التسويق	tasowiyq	تَسْوِيق	noun	tasowiyq	تَسْوِيق	the+marketing+[def.gen.]	s.#.q	س.#.ق
wmHmwd	ومحمود	maHomuwd	مَحْمُود	noun_prop	maHomuwd	مَحْمُود	and+Mahmoud	H.m.d	ح.م.د
AlxTyb	الخطيب	xaTiyb	خَطِيب	noun_prop	xaTiyb	خَطِيب	the+Khatib;Khateeb	x.T.b	خ.ط.ب
nA}b	نائب	nA}ib	نائِب	noun	nA}ib	نائِب	deputy;delegate;vice-+[def.nom.]	n.#.b	ن.#.ب
r}ys	رئيس	ra}iys	رَئِيس	noun	ra}iys	رَئِيس	president;head;chairman+[def.nom.]	r.#.s	ر.#.س
AlnAdy	النادي	nAdiy	نادِي	noun	nAdiy	نادِي	the+club;association	n.d.#	ن.د.#
fwr	فور	fawor	فَوْر	noun	fawor	فَوْر	immediately;at_once+[def.acc.]	f.#.r	ف.#.ر
tEvr	تعثر	taEav~ar	تَعَثَّر	verb	taEav~ar	تَعَثَّر	crawl;move_slowly;stall+he;it_<verb>	E.v.r	ع.ث.ر
mfAwDAth	مفاوضاته	mufAwaDap	مُفاوَضَة	noun	mufAwaD	مُفاوَض	negotiations;discussions;talks+[fem.pl.]_its;his	f.#.D	ف.#.ض
mE	مع	maE	مَع	prep	maEa	مَعَ	with	mE	مع
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the+Zamalek	z.m.l.k	ز.م.ل.ك
wtrddt	وترددت	tarad~ad	تَرَدَّد	verb	tarad~ad	تَرَدَّد	while+be_repeated;occur_repeatedly+it;they;she_<verb>	r.d.d	ر.د.د
bED	بعض	EaD~	عَضّ	noun	EaD~	عَضّ	by;with+biting+[def.gen.]	E.D.D	ع.ض.ض
Al>nbA'	الأنباء	naba>	نَبَأ	noun	>anobA'	أَنْباء	the+news_items;reports+[def.gen.]	n.b.#	ن.ب.#
b>n	بأن	>an~a	أَنَّ	conj_sub	bi>an~a	بِأَنَّ	with_+_that	#.n.n	#.ن.ن
AllAEb	اللاعب	lAEib	لاعِب	noun	lAEib	لاعِب	the+player;athlete+[def.acc.]	l.E.b	ل.ع.ب
Eqb	عقب	Euqob	عُقْب	noun	Euqob	عُقْب	consequence+[def.acc.]	E.q.b	ع.ق.ب
mgAdrth	مغادرته	mugAdarap	مُغادَرَة	noun	mugAdar	مُغادَر	departure+his;its	g.d.r	غ.د.ر
jlsp	جلسة	jalosap	جَلْسَة	noun	jalos	جَلْس	session;meeting+[fem.sg.]	j.l.s	ج.ل.س
AlmfAwDAt	المفاوضات	mufAwaDap	مُفاوَضَة	noun	mufAwaD	مُفاوَض	the+negotiations;discussions;talks+[fem.pl.]	f.#.D	ف.#.ض
mE	مع	maE	مَع	prep	maEa	مَعَ	with	mE	مع
AlzmAlk	الزمالك	zamAlik	زَمالِك	noun_prop	zamAlik	زَمالِك	the+Zamalek	z.m.l.k	ز.م.ل.ك
qAm	قام	qAm	قام	verb	qAm	قام	undertake;carry_out+he;it_<verb>	q.#.m	ق.#.م
bAlHSwl	بالحصول	HuSuwl	حُصُول	noun	HuSuwl	حُصُول	with;by_+_the+acquisition;obtaining+[def.gen.]	H.S.l	ح.ص.ل
Ely	علي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
Al>wrAq	الأوراق	waraq	وَرَق	noun	>aworAq	أَوْراق	the+leaves+[def.gen.]	#.r.q	#.ر.ق
Alty	التي	Al~a*iy	الَّذِي	pron_rel	Al~atiy	الَّتِي	which;who;whom_[fem.sg.]	#.l	#.ل
wqE	وقع	waqaE	وَقَع	verb	waqaE	وَقَع	fall_down;take_place;be_located+he;it_<verb>	#.q.E	#.ق.ع
ElyhA	عليها	EalaY	عَلَى	prep	Ealay	عَلَي	on;above+it;them;her	E.l.#	ع.ل.#
mE	مع	maE	مَع	prep	maEa	مَعَ	with	mE	مع
ms}wlyh	مسئوليه	maso&uwl	مَسْؤُول	noun	maso}uwl	مَسْئُول	official;functionary+his;its_two	s.#.l	س.#.ل
why	وهي	hiya	هِيَ	pron	hiya	هِيَ	and+it;they;she	h	ه
AwrAq	اوراق	waraq	وَرَق	noun	>aworAq	أَوْراق	leaves+[def.gen.]	#.r.q	#.ر.ق
EAdyp	عادية	EAdiy~	عادِيّ	adj	EAdiy~	عادِيّ	ordinary;regular;normal+[fem.sg.]	E.#.d	ع.#.د
mn	من	min	مِن	prep	min	مِن	from	m.n	م.ن
DmnhA	ضمنها	Dimon	ضِمْن	noun	Dimon	ضِمْن	interior;content+its;their;her	D.m.n	ض.م.ن
Alwrqp	الورقة	waraq	وَرَق	noun	waraq	وَرَق	the+leaf+[fem.sg.]	#.r.q	#.ر.ق
Alty	التي	Al~a*iy	الَّذِي	pron_rel	Al~atiy	الَّتِي	which;who;whom_[fem.sg.]	#.l	#.ل
wqEhA	وقعها	waq~aE	وَقَّع	verb	waq~aE	وَقَّع	sign+he;it_<verb>_it;them;her	#.q.E	#.ق.ع
Ely	علي	EalaY	عَلَى	prep	EalaY	عَلَى	on;above	E.l.#	ع.ل.#
byAD	بياض	bayAD	بَياض	noun	bayAD	بَياض	whiteness+[indef.gen.]	b.#.D	ب.#.ض
wAl>stgnA'	والأستغناء	{isotigonA'	ٱِسْتِغْناء	noun	{isotigonA'	ٱِسْتِغْناء	[part.]_+_the+dispensing_with;renunciation	g.n.#	غ.ن.#
AlxAS	الخاص	xAS~	خاصّ	adj	xAS~	خاصّ	the+special;specific+[def.gen.]	x.S.S	خ.ص.ص
bh	به	bi	بِ	prep	bihi	بِهِ	with;by_+_it;him	b	ب
